author_id,name,n_papers,h_corpus,cites_corpus,h_openalex,works_openalex,cites_openalex,institution,country,top_sleeve,distinct_sleeves,fwd_citers_total,top_paper_title,top_paper_cites
A5102798153,Jingnan Chen,10,6,111,8,42,239,University of Exeter,US,microstructure,4,30,Analytical Results and Efficient Algorithm for Optimal Portfolio Deleveraging with Market Impact,27
A5009307834,Fangda Liu,10,6,275,11,45,420,University of Waterloo,CA,vol_options,4,38,Optimal Reinsurance from the Perspectives of both an Insurer and a Reinsurer,78
A5101962221,Ning Ding,6,6,167,22,77,1291,Dongbei University of Finance and Economics,CN,other,3,36,Does governance quality moderate the finance-renewable energy-growth nexus? Evidence from five major regions in the worl,58
A5021161455,Andreas Tsanakas,8,6,176,18,109,1348,"City, University of London",GB,cross_asset,3,34,DISCRIMINATION-FREE INSURANCE PRICING,58
A5103948491,Miguel D. Ramírez,7,6,403,20,147,1521,Hartford Financial Services (United States),US,macro_regime,2,30,Public and Private Investment and Economic Growth in Mexico,142
A5036053093,David R. Just,7,6,221,44,407,7090,Cornell University,US,equity_xs,3,10,The impact of a supermarket nutrition rating system on purchases of nutritious and less nutritious foods,86
A5027766341,Juha Joenväärä,11,6,137,7,36,209,Aalto University,FI,other,4,30,Hedge Fund Performance: Are Stylized Facts Sensitive to Which Database One Uses?,52
A5007999470,Raquel M. Gaspar,16,6,104,9,89,279,National Institute of Statistics and Geography,PT,equity_xs,4,12,On Recovery and Intensity's Correlation - A New Class of Credit Risk Models,22
A5085372208,Faridoon Khan,6,6,114,18,40,783,Pakistan Institute of Development Economics,PK,other,2,23,The role of green energy stock market in forecasting China's crude oil market: An application of IIS approach and sparse,31
A5100408156,Bo Wang,6,6,205,27,168,3463,Xi'an Polytechnic University,JP,cross_asset,1,45,Fuzzy-Portfolio-Selection Models With Value-at-Risk,97
A5059670240,Sébastien Van Bellegem,6,6,279,16,52,848,UCLouvain,FR,other,3,21,IDENTIFICATION AND ESTIMATION BY PENALIZATION IN NONPARAMETRIC INSTRUMENTAL REGRESSION,101
A5040467576,Anthony Yates,6,6,377,16,56,1092,Bank of England,GB,macro_regime,1,36,How Do U.K. Companies Set Prices,141
A5005336308,Andrei Shynkevich,10,6,175,8,29,283,Kent State University,US,other,3,84,Performance of technical analysis in growth and small cap segments of the US equity market,93
A5004794357,José Dias Curto,8,6,284,21,98,2145,Iscte – Instituto Universitário de Lisboa,PT,other,5,86,The determinants of sovereign credit spread changes in the Euro-zone☆,93
A5027156121,Lena Tonzer,6,6,260,12,81,642,Halle Institute for Economic Research,,other,4,45,"Uncertainty, Bank Lending, and Bank-Level Heterogeneity",81
A5034081162,Angelos Stefanidis,7,6,84,12,78,472,Xi’an Jiaotong-Liverpool University,CN,other,2,13,Combining transformer based deep reinforcement learning with Black-Litterman model for portfolio optimization,30
A5070020909,Fabio Verona,13,6,209,9,73,404,Bank of Finland,FI,equity_xs,3,33,Un)Anticipated Monetary Policy in a DSGE Model with a Shadow Banking System,89
A5014341449,Tanveer Bagh,6,6,167,17,51,1080,Xiamen University,,other,3,36,"Herding Effects, Over Confidence, Availability Bias and Representativeness as Behavioral Determinants of Perceived Inves",72
A5047142044,Seyed Mehdian,7,6,327,22,73,1868,University of Michigan–Flint,US,equity_xs,5,82,The Day-of-the-Week Effect in Stock Returns : Further Evidence from Eastern European Emerging Markets,111
A5055090209,Abdul Rahman,8,6,219,12,94,544,COMSATS University Islamabad,PK,other,4,33,How Does Financial Development Impact Economic Growth in Pakistan?: New Evidence from Threshold Model,57
A5008688930,Ragnar Norberg,6,6,341,22,105,1872,University of Copenhagen,DK,rates_credit,3,27,Ruin problems with assets and liabilities of diffusion type,134
A5040443770,Olivier Pierrard,8,6,222,15,116,884,Central Bank of Luxembourg,BE,macro_regime,4,64,Nominal Wage Rigidities in a New Keynesian Model with Frictional Unemployment,113
A5086046164,Muhammad Umar,11,6,234,20,109,1269,Sule Lamido University Kafin Hausa,PK,other,5,65,Determinants of non-performing loans in Chinese banks,67
A5108016465,Debahuti Mishra,8,6,240,19,136,1416,Siksha O Anusandhan University,IN,other,3,39,Stock market prediction using Firefly algorithm with evolutionary framework optimized feature reduction for OSELM method,62
A5009665006,Eleni Zafeiriou,8,6,281,27,97,2140,Democritus University of Thrace,GR,commodities,2,32,CO2 Emissions and Financial Performance of Socially Responsible Firms: An Empirical Survey,68
A5070085615,Jean‐Marc Suret,7,6,342,17,132,1200,Université Laval,CA,equity_xs,4,52,EVIDENCE TO SUPPORT THE FOUR-FACTOR PRICING MODEL FROM THE CANADIAN STOCK MARKET,119
A5035922342,Jia-Wen Gu,16,6,134,12,83,482,Southern University of Science and Technology,CN,other,7,28,Adaptive online portfolio selection with transaction costs,51
A5088248993,Steve Swidler,10,6,164,15,77,776,Lafayette College,US,vol_options,5,37,"Age, gender, and risk‐taking: Evidence from the S&P 1500 executives and market‐based measures of firm risk",51
A5060876442,Somar Al-Mohamad,9,6,147,11,43,348,American University of the Middle East,KW,cross_asset,4,63,Bitcoin and Portfolio Diversification: A Portfolio Optimization Approach,51
A5013486616,Graziella Pacelli,11,6,192,11,59,489,Marche Polytechnic University,IT,vol_options,7,33,Pricing European and American options with two stochastic factors: A highly efficient radial basis function approach,88
A5053590441,F. Gülçin Özkan,7,6,313,16,52,778,King's College London,GB,cross_asset,3,32,Policy Measures to Avoid a Currency Crisis,143
A5072134418,Ad van Riet,9,6,242,11,48,408,United Nations University Institute on Comparative Regional Integration Studies,,macro_regime,3,15,Euro Area Fiscal Policies and the Crisis,99
A5085170981,Gonçalo Faria,11,6,117,9,31,218,Universidade Católica Portuguesa,PT,equity_xs,3,28,The price of risk and ambiguity in an intertemporal general equilibrium model of asset prices,46
A5001297463,James Heintz,6,6,339,23,184,1939,University of Massachusetts Amherst,US,macro_regime,4,24,Gender bias and central bank policy: employment and inflation reduction,105
A5012808642,Matthew Kofi Ocran,7,6,208,9,64,373,Nelson Mandela University,ZA,macro_regime,3,21,Fiscal policy and economic growth in South Africa,95
A5035747140,Gourishankar S. Hiremath,8,6,242,11,59,487,Indian Institute of Technology Kharagpur,IN,macro_regime,6,79,Stock returns predictability and the adaptive market hypothesis in emerging markets: evidence from India,77
A5010235650,Desmond Tsang,7,6,179,17,66,1213,Chinese University of Hong Kong,CA,other,3,31,REIT Institutional Ownership Dynamics and the Financial Crisis,87
A5031059435,Zhipeng Yan,14,6,139,14,54,524,North University of China,US,equity_xs,3,48,Sophisticated Investor Attention and Market Reaction to Earnings Announcements: Evidence From the SEC’s EDGAR Log Files,26
A5074257304,Aaron S. Kesselheim,6,6,255,77,1010,25227,Brigham and Women's Hospital,US,other,3,0,Effect of Financial Relationships on the Behaviors of Health Care Professionals: A Review of the Evidence,77
A5103112570,Olfa Kaabia,8,6,156,10,32,385,,,macro_regime,4,67,"Investor Sentiments, Economic Policy Uncertainty, US Interest Rates, and Financial Assets: Examining their Interdependen",37
A5110178506,Pablo T. Spiller,7,6,412,50,226,10082,International Monetary Fund,,microstructure,5,50,On the Extent of the Market: Wholesale Gasoline in the Northeastern United States,162
A5011100498,Laurence Boone,6,6,460,15,83,1095,,,macro_regime,2,24,"Financial Market Liberalisation, Wealth and Consumption",125
A5027311612,Timothy J. Richards,6,6,234,36,348,4548,Arizona State University,US,vol_options,5,19,Pricing Weather Derivatives,116
A5047599283,Olivier Damette,7,6,202,18,140,1374,Climate Central,FR,macro_regime,4,21,Migration and labour markets in OECD countries: a panel cointegration approach,72
A5054891554,Seyed Jafar Sadjadi,7,6,136,39,210,4673,Iran University of Science and Technology,IR,cross_asset,2,22,Robust optimization framework for cardinality constrained portfolio problem,53
A5091133707,Emran Mohammadi,7,6,82,15,79,1067,Iran University of Science and Technology,IR,cross_asset,2,11,"Robust, extended goal programming with uncertainty sets: an application to a multi-objective portfolio selection problem",29
A5000700037,Mario Bellia,10,6,87,7,35,157,European Union,BE,microstructure,4,12,"The Demand for Central Clearing: To Clear or Not to Clear, that is the Question",29
A5011435029,Rafael Baptista Palazzi,11,6,166,9,28,302,Universidade de São Paulo,BR,other,5,84,Market Stress and Herding: A New Approach to the Cryptocurrency Market,55
A5079990128,Sara Hsu,11,6,198,21,180,1396,Yahoo (United Kingdom),CN,other,4,63,Shadow banking in China: Institutional risks,68
A5084101417,Maria Demertzis,6,6,288,23,186,1810,European University Institute,NL,macro_regime,2,66,The impact of central bank transparency on inflation expectations,106
A5006054065,Yevgeny Mugerman,11,6,155,11,100,486,Bar-Ilan University,IL,other,4,27,The Exclamation Mark of Cain: Risk Salience and Mutual Fund Flows,55
A5015184071,Alain Durré,10,6,284,13,89,678,European Central Bank,DE,rates_credit,3,53,Estimating Risk Premia in Money Market Rates,102
A5007227350,M. Shabri Abd. Majid,7,6,315,27,308,2714,Universitas Syiah Kuala,MY,other,3,66,Interdependence of ASEAN-5 Stock Markets from the US and Japan,100
A5057288345,Johannes Fedderke,6,6,320,30,181,3611,Pennsylvania State University,ZA,macro_regime,2,27,Modelling the determinants of capital flows and capital flight: with an application to South African data from 1960 to 1,120
A5053850302,Michael T. Chng,11,6,174,8,30,221,The University of Melbourne,AU,vol_options,6,77,Economic linkages across commodity futures: Hedging and trading implications,99
A5103274937,Pierre Picard,6,6,307,14,49,847,Institut National de la Statistique et des Etudes Economiques,FR,microstructure,2,32,Optimal Auditing with Scoring: Theory and Application to Insurance Fraud,99
A5033283937,Ekaterina V. Peneva,6,6,172,6,21,149,Federal Reserve,US,macro_regime,2,13,The Passthrough of Labor Costs to Price Inflation,69
A5018398948,Randall S. Billingsley,6,6,279,15,31,734,Virginia Tech,US,rates_credit,4,96,"The 2008 short sale ban: Liquidity, dispersion of opinion, and the cross-section of returns of US financial stocks",92
A5035879483,Jongmoo Jay Choi,8,6,350,19,71,2012,National Bureau of Economic Research,,macro_regime,5,78,Is Foreign Exchange Risk Priced in the Japanese Stock Market?,130
A5053073638,Stefan Sperlich,8,6,241,25,245,3667,University of Geneva,ES,other,4,21,BOOTSTRAP INFERENCE IN SEMIPARAMETRIC GENERALIZED ADDITIVE MODELS,114
A5060904824,Sónia R. Bentes,9,6,288,13,55,526,Instituto Politécnico de Lisboa,,vol_options,5,92,Long Memory and Volatility Clustering: is the empirical evidence consistent across stock markets?,105
A5003592903,Richard Yan‐Ki Ho,7,6,332,9,23,427,Government of Hong Kong,HK,microstructure,3,117,The components of the bid–ask spread in a limit-order market: evidence from the Tokyo Stock Exchange,119
A5053475024,Saumitra N. Bhaduri,8,6,265,17,109,1159,Madras Institute of Development Studies,IN,other,4,50,Dynamics of the impact of currency fluctuations on stock markets in India: Assessing the pricing of exchange rate risks,59
A5029393187,René Aïd,6,6,263,13,87,571,Centre National de la Recherche Scientifique,GB,microstructure,2,31,A STRUCTURAL RISK‐NEUTRAL MODEL FOR PRICING AND HEDGING POWER DERIVATIVES,84
A5102999528,İbrahim Ethem Güney,9,6,213,7,33,266,İstanbul Sabahattin Zaim Üniversitesi,TR,macro_regime,1,78,Nowcasting and forecasting GDP in emerging markets using global financial and macroeconomic diffusion indexes,59
A5027082454,Michael Pfaffermayr,6,6,375,35,243,5259,Austrian Institute of Economic Research,AT,other,2,40,Foreign direct investment and exports: a time series approach,139
A5033391753,Dane Rowlands,7,6,301,23,102,1564,Carleton University,,macro_regime,5,35,Do IMF Programmes Have a Catalytic Effect on Other International Capital Flows?,118
A5039309569,Bruce Felmingham,7,6,283,11,65,546,,,macro_regime,4,24,The relationship between inward direct foreign investment and China's provincial export trade,119
A5100654290,Kunpeng Li,7,6,182,14,56,875,Hohai University,CN,other,2,37,Theory and methods of panel data models with interactive effects,80
A5076032501,Simona Sanfelici,15,6,212,13,71,536,University of Parma,IT,microstructure,4,54,Robustness of Fourier estimator of integrated volatility in the presence of microstructure noise,100
A5067523475,Timo Wollmershaeuser,7,6,290,12,34,622,Ifo Institute for Economic Research,DE,macro_regime,3,25,Monetary Policy Transmission and House Prices: European Cross-Country Evidence,97
A5090354173,James Ming Chen,25,6,160,11,230,594,Michigan State University,HR,cross_asset,6,31,"On Exactitude in Financial Regulation: Value-at-Risk, Expected Shortfall, and Expectiles",63
A5000678784,Wendun Wang,6,6,247,13,42,702,Tinbergen Institute,NL,macro_regime,3,16,Dress-up contest: a dark side of fiscal decentralization,83
A5081859545,Amjad Ali,6,6,165,28,136,2578,Università Cattolica del Sacro Cuore,PK,macro_regime,2,9,Do Sectoral Growth Promote CO2 Emissions in Pakistan? Time Series Analysis in Presence of Structural Break,42
A5080922133,Dadang Lesmana,6,6,96,11,36,354,Regional Development Agency,ID,other,2,24,Market Reactions to the Israel-Hamas Conflict: A Comparative Event Study of the US and Chinese Markets,28
A5062904835,Vangelis Tzouvelekas,6,6,280,23,125,2693,University of Crete,GR,macro_regime,3,11,"Technical Efficiency, Technological Change and Output Growth of Wheat Farms in Saskatchewan",125
A5035254152,Samim Ghamami,8,6,211,9,39,297,United States Department of the Treasury,US,cross_asset,3,25,Counterparty Credit Risk,71
A5111665687,Christopher Allsopp,6,6,429,13,54,961,University of Oxford,,macro_regime,1,40,The Assessment: Macroeconomic Policy after EMU,127
A5021803808,Massoud Metghalchi,9,6,218,11,37,491,Texas A&M University-Victoria,US,trend_cta,4,50,Are moving average trading rules profitable? Evidence from the European stock markets,86
A5023649810,Xiaochun Liu,11,6,147,10,23,238,University of Alabama,US,cross_asset,6,71,Forecasting short-run exchange rate volatility with monetary fundamentals: A GARCH-MIDAS approach,53
A5007250270,Willard T. Carleton,8,6,502,24,76,2965,,,other,3,135,A New Approach to Estimation of the Term Structure of Interest Rates,158
A5027047306,Aaron Gilbert,8,6,191,14,83,1034,Auckland University of Technology,NZ,microstructure,4,25,Learning by doing: the role of financial experience in financial literacy,82
A5041661613,Philip Newall,7,6,158,28,279,2891,University of Bristol,AU,other,4,27,The stock market as a casino: Associations between stock market trading frequency and problem gambling,37
A5064755680,Md. Hasanur Rahman,6,6,158,22,94,1575,Bangladesh University of Engineering and Technology,,other,2,17,A Quantile Regression Analysis of the Impact of Electricity Production Sources on CO2 Emission in South Asian Countries,35
A5025595707,Ana Paula Serra,8,6,331,13,55,638,Universidade do Porto,PT,equity_xs,5,67,Country and industry factors in returns: evidence from emerging markets' stocks,120
A5002534088,Minxian Yang,7,6,276,15,74,669,Peter the Great St. Petersburg Polytechnic University,AU,other,5,26,Asymmetric volatility in the foreign exchange markets,89
A5023354003,André F.P. Lucena,6,6,217,37,116,4276,Universidade Federal do Rio de Janeiro,BR,commodities,2,26,Contribution of Variable Renewable Energy to increase energy security in Latin America: Complementarity and climate chan,57
A5100326516,Hyunseok Kim,8,6,239,9,58,479,Korea Institute for Industrial Economics and Trade,US,equity_xs,5,55,Factors affecting the carbon allowance market in the US,91
A5100781861,Jong Won Park,12,6,201,16,144,1104,Research & Development Institute,KR,equity_xs,4,66,"Futures trading, spot market volatility, and market efficiency: The case of the Korean index futures markets",109
A5023341638,Oliver Grothe,8,6,168,16,75,833,Karlsruhe Institute of Technology,DE,other,4,24,Spatial dependence in wind and optimal wind power allocation: A copula-based analysis,88
A5002301908,Pietro Tommasino,7,6,171,21,83,1679,Bank of Italy,IT,macro_regime,4,18,Optimal Fiscal Policy when Agents Fear Government Default,60
A5016814466,Mária Fekete‐Farkas,6,6,168,33,185,4098,Magyar Agrár- és Élettudományi Egyetem,HU,commodities,3,40,"The Relationship Between Prices of Various Metals, Oil and Scarcity",48
A5067571427,David H. Downs,7,6,323,14,89,722,,,other,3,49,"MONITORING, OWNERSHIP, AND RISK-TAKING: THE IMPACT OF GUARANTY FUNDS",121
A5100327372,Xin Zhang,8,6,236,14,74,690,Changchun University of Science and Technology,SE,other,4,40,Mutual Funds and Stock and Bond Market Stability,92
A5063493313,Chong-Chuo Chang,6,6,142,13,34,651,National Chi Nan University,TW,macro_regime,4,26,The relation between sovereign credit rating revisions and economic growth,69
A5101930311,Qianwei Ying,6,6,171,16,54,798,Sichuan University,CN,equity_xs,2,69,"Investor Attention, Institutional Ownership, and Stock Return: Empirical Evidence from China",73
A5039462185,Whelsy Boungou,8,6,100,12,66,930,Lyon 1 Université,FR,macro_regime,2,29,"Uncertainty, stock and commodity prices during the Ukraine-Russia war",27
A5035760052,Xunfa Lu,9,6,135,9,31,359,Nanjing University of Information Science and Technology,,cross_asset,5,60,Volatility Forecast Based on the Hybrid Artificial Neural Network and GARCH-type Models,64
A5090784351,Hans Peter Grüner,6,6,229,18,189,2210,University of Mannheim,DE,macro_regime,2,16,How Will EMU Affect Inflation and Unemployment in Europe,120
A5010124363,James M. Carson,9,6,307,17,94,1045,University of Georgia,US,other,5,47,Dynamic Financial Models of Life Insurers,86
A5070935465,Juan M. Corchado,7,6,211,75,1052,21501,Universidad de Salamanca,ES,other,2,15,Hybrid Neural Intelligent System to Predict Business Failure in Small-to-Medium-Size Enterprises,85
A5062159536,Namhyoung Kim,6,6,132,10,35,424,Gachon University,KR,vol_options,3,38,Parametric models and non-parametric machine learning models for predicting option prices: Empirical comparison study ov,76
A5040168357,James T. Moser,6,6,316,13,78,666,American University,US,other,5,71,Interest-rate derivatives and bank lending,117
A5014244211,Gregg S. Fisher,14,6,108,7,29,181,Capital University,US,other,4,43,Should You Tilt Your Equity Portfolio to Smaller Countries?,20
A5015635462,Donia Aloui,8,6,219,6,17,214,Carthage College,,macro_regime,3,55,COVID 19’s Impact on Crude Oil and Natural Gas S&p Gs Indexes,51
A5072259200,Herlina Napitupulu,9,6,110,11,117,371,Padjadjaran University,ID,other,4,13,A Conceptual Model of Investment-Risk Prediction in the Stock Market Using Extreme Value Theory with Machine Learning: A,34
A5056664191,Alexander Kling,6,6,440,21,194,2236,"Wuppertal Institute for Climate, Environment and Energy",,other,3,96,Risk-neutral valuation of participating life insurance contracts,101
A5038299473,Olivier Mahul,6,6,218,26,87,2691,World Bank,US,other,5,28,Managing Agricultural Risk at the Country Level: The Case of Index-Based Livestock Insurance in Mongolia,98
A5060991888,Hiranya K. Nath,8,6,180,18,140,1413,Sam Houston State University,US,macro_regime,3,10,Information and Communications Technology and Trade in Emerging Market Economies,79
A5110574319,Roger N. Waud,6,6,526,15,69,1133,Springer Nature (Germany),,macro_regime,2,70,Public Interpretation of Federal Reserve Discount Rate Changes: Evidence on the 'Announcement Effect',177
A5036023859,Ανδρέας Ανδρικόπουλος,10,6,199,22,175,1611,University of Piraeus,GR,macro_regime,6,16,Fiscal policy and political business cycles in the EU,106
A5051591565,Füsun Ülengin,6,6,171,31,143,2660,Sabancı Üniversitesi,TR,cross_asset,3,7,Policy developments for the reduction of climate change impacts by the transportation sector,60
A5067601740,Eero Pätäri,8,6,162,9,20,273,Lappeenranta-Lahti University of Technology,FI,equity_xs,2,48,Comparison of the multicriteria decision-making methods for equity portfolio selection: The U.S. evidence,60
A5033871776,Jin Guo,7,6,144,12,45,385,Guangxi University,JP,commodities,3,42,Do biofuel production and financial speculation in agricultural commodities influence African food prices? New evidence ,40
A5038747996,Atsuyuki Naka,14,6,362,14,59,1560,LSU New Orleans,US,other,5,97,Examining impulse response functions in cointegrated systems,123
A5031208414,James H. Lambert,7,6,211,41,319,7351,University of Virginia,US,cross_asset,2,4,Evaluating deep uncertainties in strategic priority‐setting with an application to facility energy investments,82
A5066526764,Rolf H. Weber,9,6,202,30,515,4669,University of Zurich,CH,microstructure,4,32,The Future of Data-Driven Finance and RegTech: Lessons from EU Big Bang II,55
A5032175765,Wan‐Chien Chiu,9,6,130,9,34,476,National Tsing Hua University,GB,vol_options,3,46,Industry Characteristics and Financial Risk Contagion,71
A5091503844,Masayasu Kanno,9,6,166,10,44,386,Nihon University,JP,cross_asset,4,36,Assessing Systemic Risk Using Interbank Exposures in the Global Banking System,71
A5038438604,Ridha Nouira,7,6,225,14,71,643,University of Sousse,TN,cross_asset,3,43,Desperately Seeking the Positive Impact of Undervaluation on Growth,74
A5032496704,Mohammad Tariqul Islam Khan,8,6,132,14,37,469,Multimedia University,MY,equity_xs,3,32,Understanding consumer's adoption of financial robo‐advisors at the outbreak of the COVID‐19 crisis in Malaysia,45
A5069733877,Andrea Macrina,9,6,169,12,108,580,University College London,GB,rates_credit,4,24,Information-Based Asset Pricing,96
A5006527701,Gregory D. Hess,6,6,451,35,117,3673,Institute for the International Education of Students,US,macro_regime,1,47,Measuring and Comparing Business-Cycle Features,109
A5100725854,Pu Liu,10,6,277,18,63,1115,Chinese University of Hong Kong,,rates_credit,3,44,"Interest Yields, Credit Ratings, and Economic Characteristics of State Bonds: An Empirical Analysis: A Note",148
A5014598374,Omar Farooq,10,6,123,20,140,1209,ADA University,AZ,macro_regime,5,31,Dividend policy and political uncertainty: Evidence from the US presidential elections,54
A5020436793,Nrusingha Tripathy,7,6,112,10,47,241,Siksha O Anusandhan University,IN,other,2,14,Performance analysis of bitcoin forecasting using deep learning techniques,27
A5090764715,Giulio Palomba,8,6,164,8,47,299,Marche Polytechnic University,IT,macro_regime,5,61,Dynamic relationships between spot and futures prices. The case of energy and gold commodities,46
A5050925963,Robert C. Klemkosky,8,6,457,20,41,1148,,,microstructure,4,96,Put-call parity and market efficiency,156
A5033395277,Weihua Liu,6,6,151,39,224,4761,Tianjin University,CN,equity_xs,2,24,Green innovation in logistics service supply chain: the impacts of relationship strength and overconfidence,39
A5076632223,Roberto Saia,6,6,133,19,74,1061,University of Cagliari,IT,other,1,25,Forecasting E-Commerce Products Prices by Combining an Autoregressive Integrated Moving Average (ARIMA) Model and Google,58
A5070229537,Klaus Abberger,6,6,303,15,226,908,ETH Zurich,DE,macro_regime,2,53,Markov-Switching and the IFO Business Climate: The IFO Business Cycle Traffic Lights,83
A5063253854,M. Ege Yazgan,8,6,174,11,38,451,Istanbul Bilgi University,TR,macro_regime,3,46,Application of wavelet decomposition in time-series forecasting,62
A5054733282,Vladimir Klyuev,6,6,309,13,80,750,,,other,3,28,"Is Housing Wealth an “ATM”? The Relationship Between Household Wealth, Home Equity Withdrawal, and Saving Rates",95
A5003778462,Stephan von Cramon‐Taubadel,7,6,310,27,271,3869,Sustainable Energy Systems (United Kingdom),DE,other,2,34,Price Asymmetry in the International Wheat Market: Comment,121
A5002378301,Stephen Bell,6,6,211,32,229,5107,The University of Queensland,,cross_asset,3,27,"Masters of the Universe, Slaves of the Market",69
A5038579996,Danielle Sougné,8,6,183,10,52,339,University of Liège,BE,microstructure,4,43,"Institutional investors, information asymmetry and stock market liquidity in France",69
A5075333143,Chris R. Hensel,6,6,354,8,12,633,,,cross_asset,3,138,Commodities in Asset Allocation: A Real-Asset Alternative to Real Estate?,127
A5114181238,C. Zopounidis,7,6,393,23,100,2456,Technical University of Crete,GR,other,2,26,Assessing bank soundness with classification techniques,85
A5063506361,Hans J. Blommestein,16,6,234,17,158,939,Vivid Economics (United Kingdom),FR,rates_credit,7,36,Interactions Between Sovereign Debt Management and Monetary Policy Under Fiscal Dominance and Financial Instability,79
A5076135010,A. Can Inci,13,6,240,11,84,522,Bryant University,US,macro_regime,6,77,Exchange rates and interest rates: can term structure models explain currency movements?,71
A5113867398,Moses K. Tule,6,6,161,10,42,307,,,macro_regime,4,58,Can agricultural commodity prices predict Nigeria's inflation?,53
A5020777801,Giacomo Sbrana,7,6,181,11,56,748,NEOMA Business School,FR,other,4,32,Random Switching Exponential Smoothing and Inventory Forecasting,72
A5069377117,Anlin Chen,7,6,190,16,56,955,National Sun Yat-sen University,TW,other,3,22,"The Agency Problems, Firm Performance and Monitoring Mechanisms: the evidence from collateralised shares in Taiwan",101
A5100634147,Alexander Braun,7,6,157,15,93,799,University of Potsdam,CH,cross_asset,3,27,Portfolio Optimization Under Solvency II: Implicit Constraints Imposed by the Market Risk Standard Formula,75
A5057039790,Debbie J. Dupuis,6,6,232,25,75,2154,HEC Montréal,CA,other,3,52,Complementarity of Hydro and Wind Power: Improving the Risk Profile of Energy Inflows,90
A5055236625,R. H. Liu,8,6,273,9,18,442,Qingdao University,US,macro_regime,2,140,New Numerical Scheme for Pricing American Option with Regime-Switching,87
A5031599590,Uschi Backes‐Gellner,6,6,170,35,476,4024,University of Zurich,CH,other,2,4,Earning While Learning: When and How Student Employment is Beneficial,78
A5002256641,Simla Tokgöz,6,6,263,20,113,2253,Iowa State University,US,commodities,1,17,"Biofuels: Potential Production Capacity, Effects on Grain and Livestock Sectors, and Implications for Food Prices and Co",87
A5080649536,Zhiwei Xu,6,6,150,20,137,2164,Zhejiang Chinese Medical University,CN,macro_regime,2,27,A Bayesian dynamic stochastic general equilibrium model of stock market bubbles and business cycles,68
A5068653648,Stefano Zedda,17,6,222,10,92,536,University of Cagliari,IT,cross_asset,6,59,Modelling Deposit Insurance Scheme Losses in a Basel 2 Framework,81
A5066155007,Tiantian Mao,8,6,195,16,86,765,University of Science and Technology of China,CN,cross_asset,3,37,Quantile-based risk sharing with heterogeneous beliefs,53
A5027156460,Nikeel Nishkar Kumar,6,6,120,12,55,541,RMIT University,FJ,macro_regime,2,14,Is the tourism–growth relationship asymmetric in the Cook Islands? Evidence from NARDL cointegration and causality tests,48
A5083874920,Kalle Rinne,8,6,174,11,91,502,University of Luxembourg,LU,equity_xs,3,71,Do Hedge Funds Supply or Demand Liquidity,66
A5079175012,Flavia Corneli,9,6,167,9,22,327,Bank of Italy,IT,rates_credit,5,43,Sovereign debt and reserves with liquidity and productivity crises,64
A5070626544,Robert G. Chambers,6,6,404,45,374,10752,St George Hospital,US,macro_regime,5,74,Agricultural and Financial Market Interdependence in the Short Run,142
A5008611010,Maciej Augustyniak,9,6,159,10,162,318,Université du Québec à Montréal,CA,vol_options,5,55,Maximum likelihood estimation of the Markov-switching GARCH model,71
A5037344124,Philippe Bertrand,14,6,171,10,98,479,Centre National de la Recherche Scientifique,FR,cross_asset,4,36,The role of investor behavior in emerging stock markets: Evidence from Vietnam,43
A5024581155,Andrew H. Chen,10,6,200,7,13,202,Southern Methodist University,US,other,4,36,Optimal Mortgage Refinancing with Stochastic Interest Rates,54
A5057734819,Richard Dennis,7,6,267,19,110,1314,Federal Reserve Bank of San Francisco,US,macro_regime,2,27,How Important Is Precommitment for Monetary Policy?,104
A5020754788,Yongmin Zhang,6,6,141,9,15,232,Ningbo University,CN,commodities,4,43,Derivatives pricing with liquidity risk,33
A5028049950,Turhan Korkmaz,9,6,179,15,105,742,Mersin Üniversitesi,TR,macro_regime,4,71,Return and volatility spillovers among CIVETS stock markets,77
A5067943282,Erdal Atukeren,7,6,256,15,76,687,Business School Lausanne,CH,macro_regime,4,74,Interactions Between Public and Private Investment: Evidence from Developing Countries,83
A5043621971,Dimitrios Vasiliou,6,6,242,15,76,950,National and Kapodistrian University of Athens,GR,commodities,5,48,Revisiting bank profitability: A semi-parametric approach,77
A5045772709,Xavier de Luna,6,6,161,22,153,2020,Cambridge Scientific (United States),SE,other,2,3,Can adult education delay retirement from the labour market?,77
A5070682922,Karl Brünner,6,6,524,54,605,12017,,,macro_regime,2,90,"Liquidity Traps for Money, Bank Credit, and Interest Rates",167
A5054558306,Michaël Dewally,8,6,329,14,44,1023,Towson University,US,equity_xs,6,87,Internet Investment Advice: Investing with a Rock of Salt,101
A5050108622,Alberto Garrido,6,6,260,29,161,2761,Universidad Politécnica de Madrid,ES,microstructure,3,14,Revisiting the demand of agricultural insurance: The case of Spain,91
A5038138936,Christoph Wegener,9,6,277,10,31,454,Leuphana University of Lüneburg,DE,other,4,95,Testing for a break in the persistence in yield spreads of EMU government bonds,73
A5101934947,Carlos León,14,6,275,14,134,762,Universidad de Sevilla,CO,cross_asset,2,71,Identifying Central Bank Liquidity Super-Spreaders in Interbank Funds Networks,67
A5006023761,Ana María Pérez Marín,6,6,294,23,107,1474,Universitat de Barcelona,ES,other,2,30,Random Forests for Uplift Modeling: An Insurance Customer Retention Case,76
